id,user_screen_name,user_created_at,user_followers,user_friends,date
1419553716517089800,kacytiller,5/06/2009 23:41,2023,1644,26/07/2021 7:02
1419553774348249900,,0,Chemist Newcastle fan- Labour,7/05/2021 15:29,67
1419553784754310100,Siege_Perilous,2/06/2009 18:24,3459,3872,26/07/2021 7:02
1419553864462649900,dY~,0,harry's boob & sHe's husband.,12/04/2021 13:49,2758
1419553867088409900,Kalburgism,26/10/2014 14:23,1597,1038,26/07/2021 7:03
1419553892858310100,KatzAngie,8/07/2011 21:21,1795,2559,26/07/2021 7:03
1419553973581790200,jonnytait,24/03/2009 13:37,1701,1909,26/07/2021 7:03
1419553991592230100,PhillipaAshley,?,2/09/2010 17:06,7369,3789
1419554033438750200,heraldscotland,21/06/2010 13:29,117469,1348,26/07/2021 7:03
1419554049062470100,ShowbizKatieMEN,29/05/2009 22:45,4962,3322,26/07/2021 7:03
1419554131652510200,dammers1981,7/01/2012 10:11,6273,3427,26/07/2021 7:04
1419554141987289900,iamandreea,? 1% of @FRCiclism,3/05/2012 10:22,1602,620
1419554171800390100,AndrewOnSeeAIR,26/03/2017 13:04,4849,5312,26/07/2021 7:04
1419554188850329900,itvnews,25/02/2009 13:51,2420843,1513,26/07/2021 7:04
1419554218155809800,bunnif4iry,?a,?a,?a,OEIGBPE.IGBPI<<a
1419554246014470100,? the table slowly but surely. CaEUR(TM)mon guys dY'?dY? 1/2 dY'?dY? 1/2 dY'?dY? 1/2 dY'?dY? 1/2 dY'?dY? 1/2  https://t.co/OQMcQuF4Lx,|dY?!dY??dY?'o ??o ?co ?JPYo ?(R)o ??o ?? dY?odY?! #TeamGB- LFC #YNWA @lfc- F1dY?Z & #Cricket|My views & opinions are my own|God is always good to usdY(TM)?dY? 1/2 |Just loving dYJPY? my simple life|,25/05/2011 18:31,4070,3237
1419554366688729900,Spiceyben,10/02/2009 17:39,3009,1044,26/07/2021 7:05
1419554433625630200,TJGodden,3/03/2009 14:01,5864,3818,26/07/2021 7:05
1419554499367070200,BR3NDA,18/02/2007 4:32,11575,2573,26/07/2021 7:05
1419554526550489900,fosron,22/12/2007 21:48,1143,1383,26/07/2021 7:05
1419554591029350100,MrDJones,28/04/2011 3:19,5029,2289,26/07/2021 7:06
1419554595299230200,MichPhelpsclub,25/05/2012 8:29,1160,1685,26/07/2021 7:06
1419554621165529900,blueruss1875,8/12/2012 23:15,6498,5663,26/07/2021 7:06
1419554647484889900,jonesyall3,11/12/2016 16:18,1460,1533,26/07/2021 7:06
1419554660482950100,Tilly70,31/03/2009 18:52,1033,5000,26/07/2021 7:06
1419554668649209900,90ssehun,? 100% fangirling content as i,?aEURc if it's not EXO- I don't want it,16/06/2021 19:14,717
1419554670096350200,win_confidante,26/10/2019 8:07,6533,1062,26/07/2021 7:06
1419554676941350100,rkivetunes,3/12/2019 12:02,2264,1183,26/07/2021 7:06
1419554720490809900,1bbradfo,9/07/2009 6:26,1852,2942,26/07/2021 7:06
1419554746810169900,i,3,Actor @TheGershAgency @authentic_Mgmt @UnitedAgents #GG2D #Reign #spinningout #Hallmark Shaker of Hips- Elegant Clown & Grateful Human Being. On Instagram.,17/06/2013 23:12,11675
1419554873708870100,NBCDFW,21/08/2008 17:03,475363,2181,26/07/2021 7:07
1419554905522630100,Kidzcoolit,23/11/2010 10:24,18491,4725,26/07/2021 7:07
1419554913269470200,CentralFMNews,31/10/2011 17:57,6729,1391,26/07/2021 7:07
1419554977945689900,RuthieGledhill,21/12/2008 11:11,44776,35373,26/07/2021 7:07
1419555010485049900,mendipfarmer,10/06/2009 10:25,2489,1127,26/07/2021 7:07
1419555023416070100,LukeHearfield,4/01/2012 18:43,1294,1240,26/07/2021 7:07
1419555046157689900,LaineyFran,9/03/2009 17:27,1412,3168,26/07/2021 7:07
1419555090101409800,FourKingAwesome,5/02/2009 21:57,1216,1642,26/07/2021 7:08
1419555097860710100,nottheamit,22/09/2009 18:08,1698,2248,26/07/2021 7:08
1419555116156390100,nbcsandiego,22/07/2008 19:34,245975,4212,26/07/2021 7:08
1419555345886689800,realJavedBashir,12/10/2016 5:20,2986,3392,26/07/2021 7:09
1419555367495910100,NBCNewYork,15/08/2008 16:16,326780,1967,26/07/2021 7:09
1419555367969849900,StefanieBolzen,3/02/2011 16:47,5399,1194,26/07/2021 7:09
1419555465390809900,Sentini_,2/08/2009 9:14,2479,2149,26/07/2021 7:09
1419555471724190200,RobbFahrion,21/02/2011 1:09,4792,2982,26/07/2021 7:09
1419555486152670200,FlamesNBA21,d?--2d?~?d?~EUR | #d?--od?--?d?-- 1/4 d?-- 1/4 d?--,d?--1d?~+d?-->>d?--?d?-- 1/4 d?--'d?--2d?~?d?--ud?--2d?--? |d?----d?--?d?~EURd?--?d?~,d?~EURd?~EURd?--?d?-- 1/4 d?-->> & d?--(C)d?--?d?--?d?--2d?~EUR | d?--(TM)d?-- 1/4 d?--1d?--1d?-- 1/4 d?~,
1419555564242270200, #tomdaley #gold #Olympics https://t.co/nAAzDTRo7y,d?(TM)?d?~ 1/4 ! aEURc He/HI1D 1/4  aEURc a'>a'!a'?E'a'>E? a'?EaEcEoea'> aEURc dY?3i,?aEUR?dYOE^ aEURc MUSIC dYZ? aEURc a'?a'oeEEURa'?a' EasEaa'?E' aEURc as 1/2 i,? LFC d?''d?'(C)d?'2d?'oe,21/09/2012 9:53
1419559903081990100,Ryan17ward,? #RFC #COYS #AwayTheNock,24/11/2010 12:16,1231,2737
1419559920945569800,thepitofclay,12/12/2011 21:41,1173,2390,26/07/2021 7:27
1419559955296889900,steve_worrell,15/08/2012 6:37,2176,1936,26/07/2021 7:27
1419559956932710100,ethanshumjr,21/04/2009 3:59,1906,1142,26/07/2021 7:27
1419559967372230100,DouglasLloydUK,14/11/2015 16:40,2606,4131,26/07/2021 7:27
1419559995981670100,DSheridanYEP,28/05/2019 13:52,2393,1256,26/07/2021 7:27
1419560019742310100,fwinroberts,16/09/2009 10:34,5698,3669,26/07/2021 7:27
1419560116555230200,sistoney67,29/03/2011 17:01,220531,2088,26/07/2021 7:28
1419560126768409900,MatthewLumby,28/01/2009 20:10,3008,5002,26/07/2021 7:28
1419560137996569900,MaryERegan,23/02/2010 16:03,36221,2945,26/07/2021 7:28
1419560152517190100,karadowson,15/10/2015 7:30,2875,4957,26/07/2021 7:28
1419560154387910100,yasminbianca_,? d?Y,d?Y 1/2 . d?(TM)>>d?sZd?sZd?s?d?soe. d?(TM),d?(TM)?: d?scd?sSd?soed?s-d?s'd?s--d?s<d?s'd?sSd?s--d?sOEd?sS a(TM)"i,Za~?i
1419560177158790100,davidjcraven,7/09/2010 9:03,1327,1344,26/07/2021 7:28
1419560262969990100,bruno_akampa,?is the FutureaEURc MarketingaEURc BasketballdY?EURaEURc #PiratesRugby aEURcCity OilersdY?EURaEURc  #MUFC aEURc #WearTheRoseaEURc #LakeShow aEURcOld SkooldYZ?aEURcPuns,30/05/2016 4:26,14352,6099
1419560289092070100,Paramythia__,24/09/2017 6:03,1996,1179,26/07/2021 7:28
1419560296130169900,PerryOBree,30/05/2009 15:37,5680,2113,26/07/2021 7:28
1419560371367649800,charlescommins,2/02/2009 19:33,1206,1257,26/07/2021 7:29
1419560399117049900,SportsbookBTC,?dY?EURdY?^dYZ 3/4 as 3/4 dY??dY?'a>3dY?" dY?? dYZ+-dY?+ Best in industry pre-LIVE betting via aY? https://t.co/r4ZcvPlRjI 18+ only dY"z,27/09/2013 22:57,27719,23855
1419560475151449900,Somerset_Neil,16/08/2015 20:50,2681,2423,26/07/2021 7:29
1419560475457689900,coyknorth,22/06/2009 13:01,1148,1666,26/07/2021 7:29
1419560542461689900,irisismissing,0,a??i,Za(TM)!i,Za(TM)JPYi
1419560618416289800,wkyc,3/04/2008 20:25,185879,18208,26/07/2021 7:30
1419560618487649800,wcnc,27/01/2008 3:51,222094,6690,26/07/2021 7:30
1419560638926310100,ashketc35333997,?aEUR?as?i,?dY?>>dY?3dY?adY?-,4/07/2021 10:22,19
1419560650230169900,nethertonboy1,8/07/2010 10:46,13357,14688,26/07/2021 7:30
1419560665270950100,WGRZ,3/07/2008 13:14,192567,2055,26/07/2021 7:30
1419560674947169800,RobDebenham,23/03/2009 12:16,1041,2037,26/07/2021 7:30
1419560817503129900,tonnesmwai,25/10/2010 10:07,1650,3378,26/07/2021 7:30
1419560819231129900,LuzanoB,24/09/2013 4:49,17759,14962,26/07/2021 7:30
1419560849832870100,patey_98,?a??i,?,30/11/2011 19:27,458
1419560882539870200,robinsnewswire,15/05/2009 4:16,23822,16869,26/07/2021 7:31
1419560938047430100,UHD4k,7/12/2012 1:59,21215,4217,26/07/2021 7:31
1419561049318169900,oemebamo,? . Music fanatic dYZ?. Daily cyclist dYs'dY?>>aEUR?a(TM),i,?. Father dY'?aEUR?dY'(C)aEUR?dY'?aEUR?dY'|. DoesnaEUR(TM)t have a podcast.,15/03/2007 10:07
1419561123246969900,toates_19,27/05/2013 9:05,10067,4030,26/07/2021 7:32
1419561148085510100,Megresistor,10/07/2009 4:45,5535,5575,26/07/2021 7:32
1419561180587169800,aafaaf3af"affa,0,Graduate living in Japan with a degree in Media Production. Passionate about Filming and Editing.,25/04/2014 17:12,37
1419561227701849900,websiteidi0t,28/01/2018 16:44,7571,1416,26/07/2021 7:32
1419561275483430100,PeopleofLeeds,10/01/2012 17:15,14700,7056,26/07/2021 7:32
1419561278436249900,Connor_1313_,?dY?+dY"' I'm 21 now !!!  Liverpool supporter- love golf- boxing- swimming and running- dY"o & dYZ! lover- fitness and gym nutterdY~?dY?OEaEUR?a(TM),i,?dYJPYSdY?SaEUR?a(TM),i
1419561282814969900,chaandbeti,1/09/2010 21:34,13501,1670,26/07/2021 7:32
1419561373734950100,GPBikeStation,29/01/2011 9:14,1796,1175,26/07/2021 7:33
1419561375202950100,LouiseBaldock,19/02/2009 23:37,5441,3615,26/07/2021 7:33
1419561423668129800,CharlieGuesty,i,? Road rider dY?? U12 rugby LBRFC dY?? U11 cricket BCC & Northampton District dY?' U13 Saints & Northants. Helped with my account by @BrynGuesty,2/02/2017 0:35,113
1419561589724769800,LuzanoB,24/09/2013 4:49,17759,14962,26/07/2021 7:33
1419561609844889900,Olympics,30/06/2009 15:23,6359734,5020,26/07/2021 7:33
1419561648239430100,amritvatsa,? me az!i,? dY'OE content  (branding / communication / films / photo / graphic design / illustration / animation / copy).,6/11/2009 5:05,825
1419561665016729900,trevor8sinclair,? Founder & @UEFA A Head Coach @ProLancashire @jamie_milligan8 @ttmanagement_ @talkSPORT Runner dY?fdY? 3/4 aEUR?a(TM),i,?,19/08/2014 14:27
1419561680216929800,thatnayyar,28/02/2011 7:07,4785,1687,26/07/2021 7:34
1419561688869729800,TridibIANS,a|(R),17/04/2011 7:11,1154,267
1419561763872409900,dreurovision,28/02/2011 14:43,6963,1398,26/07/2021 7:34
1419561928595270100,,Love reading- gardening- history- relaxing- pale pink and lime green- my pets and other stuff dY~Sa?? #TenPositiveThings,24/10/2018 18:54,2437,1730
1419561943967329800,SimBadd64,22/04/2012 19:54,4135,3323,26/07/2021 7:35
1419561964938849800,JudgeDyl,1/06/2011 22:27,3115,2550,26/07/2021 7:35
1419561990037670100,canoncitynews,24/09/2014 7:28,2566,1817,26/07/2021 7:35
1419562038431449900,Paradisefound64,6/11/2015 22:05,13313,12624,26/07/2021 7:35
1419562119461150200,: Tokyo Olympics- AP,Filipino sports- with a heart dY<<EUR,11/09/2020 9:12,1846,30
1419562127824710100,stefshiddles,?aEUR?dYOE^ | 2/2 of Stefin | saw Demi 19/04/2012 (she/her),6/12/2014 5:59,5225,4800
1419562168274529800,MistaGoode,8/07/2009 14:31,6349,3516,26/07/2021 7:36
1419562214760089900,Andyb97,12/06/2009 1:22,2545,1245,26/07/2021 7:36
1419562242148729900,rebeccaalasdair,11/08/2017 13:53,1225,1458,26/07/2021 7:36
1419562260750489900,nobaseyellow,14/07/2010 13:35,1186,2099,26/07/2021 7:36
1419562262180889900,dringpaul,29/08/2010 19:51,1292,1172,26/07/2021 7:36
1419562317193249800,OZzeeGal,Fiery Sagittarian/Straylun who supports her raison d'Aatre- Adam Lambert in all his endeavours! dY'sdY'oe      dYOE1Came for the voice- stayed for the man!dYOE1,9/07/2010 14:13,2701,3867
1419562398105569800,cyclecollective,30/11/2010 15:04,12634,6026,26/07/2021 7:37
1419562445744569900,WTAE,19/06/2008 12:46,142403,1443,26/07/2021 7:37
1419562461942969900,astonishworks_,17/09/2016 10:05,4272,4358,26/07/2021 7:37
1419562495648350200,marjieN,? space- animals- nature- psychology. Speaks Russian very well- French well + a little German. No DMs plz,5/02/2009 9:26,9185,6770
1419562533178849800,Min_nie19,?Brand Buildera-<<i,?Crypto Enthusiasta-<<i,?#Crypto #NFT #ShitCoinHolder #BNPH a-<<i,?
1419562539743070200,iNews24,12/04/2009 3:37,2424,2108,26/07/2021 7:37
1419562591953849900,iammattpalf,?asai,?as<<i,?asai,?
1419562695771169800,10TV,3/07/2008 2:07,330812,21869,26/07/2021 7:38
1419562863182630100,boydhilton,13/01/2009 14:05,76657,4059,26/07/2021 7:38
1419562879762809900,petefrasermusic,18/10/2009 12:25,4493,1697,26/07/2021 7:38
1419562885399910100,jamesrobking,29/01/2011 17:32,1872,5002,26/07/2021 7:39
1419563057181830100,ConradkBarwa,7/02/2013 13:52,5020,2776,26/07/2021 7:39
1419563140589689900,princessharumi_,dY''/dY?ca-? a(TM)! #a,?a,1a,+-af 1/4 a
1419563160906849800,LeGrandeWee,9/04/2015 3:16,1450,2765,26/07/2021 7:40
1419563215034329900,harrygzj,,a,EURa^?a.2c>>?c>>"ae?YaEUR,a
1419563216481310200,InsideSportmag,27/07/2012 1:43,3849,1810,26/07/2021 7:40
1419563437873569800,wusa9,11/07/2008 13:19,123982,5320,26/07/2021 7:41
1419563438192390100,13NewsNow,18/01/2008 20:42,139888,1977,26/07/2021 7:41
1419563485822950100,RyanGTweetsTV,10/08/2015 7:19,1645,5079,26/07/2021 7:41
1419563654236729900,BelTel_Sport,16/05/2009 16:14,7984,2663,26/07/2021 7:42
1419567498597470200,DeliaCazzato,13/05/2011 14:55,6872,7559,26/07/2021 7:57
1419567522064609800,91inlovewith94,#NIALL: simp no more * aEUR,aEURc Es Es she/her | 18,16/06/2020 12:09,3905
1419567532143430100,,1,welcome to the wonderful and weird extremely niche world of left lockdown sceptics - Owen Jones,5/10/2019 9:54,2065
1419567689073249800,Chris_1791, Philly FF family since 1947 dYs',6/06/2011 17:20,61279,24345
1419567772099550200,Numbr1Superguy,? CLE sports. browns- Cavs- The Tribe- buckeyes - CBJ,22/02/2011 17:27,1474,3720
1419567796892089900,Michael29109661,28/08/2020 21:47,1244,1407,26/07/2021 7:58
1419567803539929900,MacekNewsNation,28/07/2008 20:08,3363,1281,26/07/2021 7:58
1419567804236230100,INFINITEJEST20,,dYJPYSdY"?TRICKSTER GOD,4/09/2020 22:09,43
1419567804559329800,raymalinowski2,26/03/2021 4:19,1854,3028,26/07/2021 7:58
1419567829376889900,YonhapNews,16/04/2009 0:40,108041,1377,26/07/2021 7:58
1419567880778169900,Claudiacc,29/12/2008 10:52,2188,1686,26/07/2021 7:58
1419567930539449900,,as-i,?,30/12/2018 4:57,1435
1419567949900230100,DevinMynett,28/02/2009 11:24,1321,2822,26/07/2021 7:59
1419568062915910100,AJAndrew83,4/09/2009 20:10,2445,3430,26/07/2021 7:59
1419568079722489900,WikiWomenInRed,?az!i,?dY'(TM),18/07/2015 22:31,10096
1419568156557790200,pwnolan,17/09/2008 21:20,1817,1578,26/07/2021 7:59
1419568218948129800,KAGSnews,13/10/2011 18:47,6412,1244,26/07/2021 8:00
1419568219619169800,GearoidReidy,2/12/2009 13:02,10698,1143,26/07/2021 8:00
1419568225596089900,NBCNewYork,15/08/2008 16:16,326780,1967,26/07/2021 8:00
1419568240024550100,usatodayopinion,14/04/2010 22:20,22918,2607,26/07/2021 8:00
1419568330772409900,oshtmk,? One of IGOT7 a??i,? #11 #21 dY??dY?udY??,14/01/2020 6:00,76
1419568345230169900,dY?(R) https://t.co/JjVfg48m3z,Expect more. Expect SPORT. For all the latest news updates a?ui,?,25/05/2020 23:06,22598
1419568421696670200,Footman_James,14/08/2013 15:35,3662,1142,26/07/2021 8:01
1419568495956830200,KristyAdamsBlue,9/05/2014 8:30,1216,1039,26/07/2021 8:01
1419568523551009800,pjrydo,23/05/2011 3:36,1061,2998,26/07/2021 8:01
1419568529704089900,Alayonimiii,29/08/2018 22:35,14168,8782,26/07/2021 8:01
1419568647039769900,?lost todaydY~-but today's hot 30.2A? CdYOE!dY"JPYdYJPYubig humidity dY~? was the biggest oponent today for PaEUR| https://t.co/1ATeD82AaR,Enthusiastic big Czech tennis fan esp. of Petra KvitovadY|?dY''a??i,?dYOEzdY'a& playerdY??dY??dY~S,14/11/2016 11:39,95
1419568696532550100,MUFC_Madness,11/03/2018 10:24,2990,5003,26/07/2021 8:02
1419568759279390200,Andym6769,17/12/2009 10:00,3708,5003,26/07/2021 8:02
1419568840631929900,peterspeaking,? dYZ(TM),7/12/2012 19:27,1136,363
1419568855555449900,JAGhedini,dY?(R)dY?1dY?odY?3Storyteller & Proud Mama,21/09/2015 15:18,3546,439
1419568932915129900,christt,10/05/2007 16:26,8078,1843,26/07/2021 8:03
1419568943191270100,smithdog180986,9/10/2013 14:02,1043,1485,26/07/2021 8:03
1419569016260070100,wlwdejun,14/04/2019 4:19,2402,1940,26/07/2021 8:03
1419569020412569900,GXLDENHAZ94,31/05/2020 17:57,1338,1945,26/07/2021 8:03
1419569023667289900,candmclub,23/03/2009 15:53,17137,3819,26/07/2021 8:03
1419569127434470100,YesFunnies,5/07/2014 21:55,1201,1181,26/07/2021 8:03
1419569296775289900,transfers2021,31/07/2016 22:51,1426,2308,26/07/2021 8:04
1419569359366790100,deputygrocott,? my job. All views are my own or the school tortoiseaEUR(TM)s dY?c,22/08/2017 9:16,44400,21482
1419569382863289900,mikeacthomas,5/02/2009 22:54,1507,2397,26/07/2021 8:04
1419569392363489800,goldwynbird,6/08/2013 19:15,4342,4995,26/07/2021 8:04
1419569394422790100,CatholicsSBpool,6/02/2015 13:06,1007,1858,26/07/2021 8:04
1419569490648390100,AlCatJDP,14/04/2012 4:10,2570,1654,26/07/2021 8:05
1419569542934630100,Sidharth_World_,?|SM18a(TM)JPY|,19/11/2019 19:07,1823,1693
1419569612543430100,p_m_davies,10/09/2010 20:18,2081,1561,26/07/2021 8:05
1419569625839270100,lilixbpz,Sa<+ a~ 3/4 a<+a?oa,Sa<+,19/10/2020 12:50,171
1419569724686489900,Funk_Pump,15/01/2013 16:22,1620,1600,26/07/2021 8:06
1419569839522209800,tracywhittaker1,31/03/2011 16:29,1968,1246,26/07/2021 8:06
1419569896896089900,ravanatalks,dY(TM),dY(TM),dY(TM),dY(TM)
1419569931893470200,,0,Learn to bake great breaddY?z Join an online bread making class with me dY?z Brioche- ciabatta- baguettes & more - choose what to learn! dY?z #smallbiz100 #2021sorted,17/01/2013 11:36,3327
1419569981281350100,JSB_TV,12/03/2009 2:09,90027,3085,26/07/2021 8:07
1419570006967430100,samthesoxfan,22/07/2018 3:43,1268,1374,26/07/2021 8:07
1419570061090630100,MrFrampton147,? Brentford FC ST Holder dY??,11/03/2010 14:44,1002,1106
1419570107261529900,IrishSunSport,19/05/2011 16:33,7987,2056,26/07/2021 8:07
1419570181395809800,WRAL,30/05/2008 17:28,382599,7631,26/07/2021 8:08
1419570264195550200,palfreyman1414,25/02/2012 6:44,1700,1643,26/07/2021 8:08
1419570345028230100,guardian_sport,11/06/2009 14:55,866381,1789,26/07/2021 8:08
1419570386791009800,RichardOsborne,17/05/2008 22:23,47053,1288,26/07/2021 8:08
1419570405812089900,MallowNews,,c,13/05/2015 8:45,36279
1419570467250310100,tamitrailscapes,14/12/2011 4:15,5914,3958,26/07/2021 8:09
1419570491732409900,MarianneSansum,3/07/2011 11:17,44972,28983,26/07/2021 8:09
1419570567296990200,GregoryTaylor86,14/06/2011 18:18,1048,4295,26/07/2021 8:09
1419570754526470100,WKK2_Thunder,-ae-?aEUR?ENGaEUR?ae--JPYaeoe!eazOK | a.|a?3a??e+-!a>oa(R)s | i?'i?'i--+i-'(dY'>dY-?)af--af-a,>>a,<<(dY?1a-?i,?/ a~oi
1419570781948830200,rachitseth,aJPY?a?(R)a?? a?-a? 3/4 a??a??a??aJPY?a?uaJPY?a?? | Founder @PoIicyBriefCase-India Centre Media | Alumnus @TakshashilaInst | @HeritageOnPlate | Political | Indira Gandhi is InspirationdY?(R)dY?3,4/03/2009 16:42,69774,1998
1419570785732249900,sam51h,13/07/2011 21:30,1144,1267,26/07/2021 8:10
1419570887548870100,Sikingdon,?dY?OEi,?,17/09/2010 19:49,2315
1419570971875449900,manianca,12/02/2009 22:37,3599,4727,26/07/2021 8:11
1419571074799430100,5secsofsauce,20/07/2013 8:51,5686,4474,26/07/2021 8:11
1419571097993889800,Toby_Kerr,6/09/2011 17:41,1100,2644,26/07/2021 8:11
1419571134584929800,SydneyEditor,12/08/2012 10:16,9322,8547,26/07/2021 8:11
1419571136522849800,garethking_,15/01/2009 13:23,1260,1205,26/07/2021 8:11
1419571185554270200,arcadialux2,21/09/2010 3:45,6485,1399,26/07/2021 8:11
1419571292173369900,KateLouiseRowan,1/08/2014 0:41,4935,4302,26/07/2021 8:12
1419571294966790100,BTSHOPE98,14/02/2021 17:50,1265,1202,26/07/2021 8:12
1419571320124230100,by_the_pool,25/01/2012 9:58,2211,1272,26/07/2021 8:12
1419571362486750200,JBentonNotJem,i,?a~,i,?a~
1419571398868190200,guardian_sport,11/06/2009 14:55,866381,1789,26/07/2021 8:12
1419571487913249800,FOX23News,14/01/2009 7:37,49900,2128,26/07/2021 8:13
1419571716842529800,insidethegames,19/11/2008 10:16,33710,5741,26/07/2021 8:14
1419571744935969800,SnowAndBeach,18/05/2016 18:38,9543,4847,26/07/2021 8:14
1419571746009529900,BeachfrontA,4/01/2018 15:15,1154,2152,26/07/2021 8:14
1419574921194310100,NtantuNow,2/07/2009 19:38,1017,1239,26/07/2021 8:26
1419574943084249900,91LOUX,3/06/2020 20:14,5282,2896,26/07/2021 8:26
1419574972117350100,TKNews8,4/10/2020 17:44,1842,2260,26/07/2021 8:27
1419575060831009800,jamesberriman,27/07/2007 21:06,1088,5001,26/07/2021 8:27
1419575083685849900,RiazGilani,16/08/2009 7:31,10201,1785,26/07/2021 8:27
1419575151704870100,?,Middle school teacher & #Michigander. Fluent in ASL. Mom of teens. a??i,?basset hounds- YA lit- @Jeopardy! Tweets protected but I accept pretty much any follower.,16/08/2010 15:07,764
1419575162257689900,KevSmithSavedMe,i,?#Hero #LFC #MOTU #Marvel #HarryPotter #StarWars #Funko #DC,25/07/2021 20:47,13
1419575186521830100,JakeNDaBox,25/04/2016 3:04,6732,2852,26/07/2021 8:27
1419575271712289800,SaraBresciani31,? aEURc Supernatural Horror & Sci-Fi Screenwriter dYZ!dY?YdY' 1/2 dYOEOE aEURc UCLA Professional Program in TV Writing 21/22 aEURc  #preWGA aEURc dY?3i,?aEUR?dYOE^ aEURc She/Her,14/10/2015 10:39,370
1419575287709369900,AlexaAdams12,9/07/2012 2:52,3996,3533,26/07/2021 8:28
1419575300782969900,uk_georgina,20/10/2013 20:50,6263,6218,26/07/2021 8:28
1419575437894750200,Ant_MUFC,?,5/03/2009 19:01,1120,3709
1419575472384609800,swampadelic,22/10/2019 14:33,1097,1104,26/07/2021 8:29
1419577505854329900,Fabiolucv,21/01/2010 17:56,1038,1091,26/07/2021 8:37
1419577652126649900,EtceteraWithEst,?,7/10/2013 16:11,1667,489
1419577665649049900,stayawayjoe77,1/04/2013 19:54,1312,3088,26/07/2021 8:37
1419577670271110100,anyoldsport,23/03/2013 17:08,1215,1134,26/07/2021 8:37
1419577732925729800,fdelond,9/03/2009 3:33,13617,2429,26/07/2021 8:38
1419577742723590100,ScottEaglen, @PrincessLydia95 | still think I can play a bit | voice of @FlatBackFourPod dYZ(TM) | @StenhousemuirFC shareholder,23/09/2009 11:05,2375,2370
1419577898013529900,bluestmoonlight,12/02/2020 15:41,1495,1228,26/07/2021 8:38
1419577933245470200,wybiesux,?aEUR?dY"JPY bee dY?- rana dY?sdY? 1/2 aEUR?a(TM)EURi,? ben dY?^aEUR?a!> monty a~EURi,? dre a-?i,?
1419578026124249900,AmitChampaneri1,29/05/2011 15:00,6656,6422,26/07/2021 8:39
1419578105098809900,higgsinocat,10/05/2019 22:11,1826,4831,26/07/2021 8:39
1419578136753310200,desmukh,17/08/2009 19:41,12070,1616,26/07/2021 8:39
1419578137797529900,1PadreWil,?dY?odY?,dY?3i,?aEUR?dYOE^a~(R)i,?a??i
1419578185692449800,My6Percent,21/12/2011 13:07,1740,1736,26/07/2021 8:39
1419578293150489900,theage,?,16/04/2009 23:28,903578,1222
1419578306760870100,CobraKidJay,? dYZ 3/4  dY?'dY?EUR #XRP #BTC,14/02/2012 16:19,2665,4503
1419578385542649900,Sabato0612,8/04/2009 9:08,2822,1481,26/07/2021 8:40
1419578428647430100,AJLiveandDirect,25/09/2019 13:26,3862,1225,26/07/2021 8:40
1419578534712990200,markandersonrun,5/06/2020 12:52,2176,4808,26/07/2021 8:41
1419578734038950100,a??i,0,Deputy Head of Pastoral dY'(C)dY? 1/4 aEUR?dY?<< PE Teacher dY?fdY? 1/4 aEUR?a(TM)EURi,? Wannabe Boxer dYJPYS Sports Lover as 1/2 i,?
1419578769233249800,zyiteblog,3/06/2014 17:24,1747,3656,26/07/2021 8:42
1419578770906910200,s_krieger,?aEUR?dYOE^dYOE>> er/he/they Berliner. Blogger. Theater- Film- Musik. Irgendwas mit PR. @gruenepankow & @QueerGruenBln #notjustsad,6/09/2010 13:44,1740,514
1419578807175070200,lordwami,24/02/2012 7:51,5463,2020,26/07/2021 8:42
1419579016831449900,dY?1dYZ?dY??dY?.dY?+,Friend of RSRHIGHLANDER. Rangers Fan. Independence Voter. Munro Bagger. Beer Drinker. Dugs. @danieljmath1's favourite bluenose dY'?dY?'o ??o ?co ?3o ?GBPo ?'o ??,24/06/2021 8:25,1339,1653
1419579062603809800,shauncrowe,27/11/2009 1:35,6438,2075,26/07/2021 8:43
1419579124876769800,itsmeroz,?,14/01/2010 13:09,1014,1775
1419579163418270200,SirJDW_,5/09/2012 10:59,1087,1012,26/07/2021 8:43
1419579249413990100,jungk19_,2/03/2014 23:52,13546,5116,26/07/2021 8:44
1419579255554329900,Exjamq,4/09/2012 8:18,5824,5631,26/07/2021 8:44
1419579284130310100,13NewsNow,18/01/2008 20:42,139888,1977,26/07/2021 8:44
1419579430071110100,piersmorgan,16/11/2010 9:37,7973390,1886,26/07/2021 8:44
1419579484496350200,john_jrw,18/03/2012 9:18,2089,1923,26/07/2021 8:44
1419579493606470100,overnightstv,9/11/2009 5:15,9260,2605,26/07/2021 8:45
1419579827120569900,TokyoFashion,27/05/2009 16:48,170742,1116,26/07/2021 8:46
1419582015028870100,hatebu_eandb,?afzaf 1/4 a,?a?(R)aeoeEURae-?aooae?--a,?af3af^afaaf 1/4 i 1/4 ^50usersa>>JPYa,Si 1/4 ?a??af-affa
1419582027288889900,News5PH,15/04/2010 4:08,469382,2131,26/07/2021 8:55
1419582210106169900,CestAlain,2/10/2012 23:42,1035,1743,26/07/2021 8:55
1419582349210270200,teddyeugene,18/01/2012 14:11,33579,2886,26/07/2021 8:56
1419582356604729900,pop_Jd,7/01/2011 7:58,1412,1045,26/07/2021 8:56
1419582439597510100,ppscslv,11/10/2010 21:28,27710,3844,26/07/2021 8:56
1419582464738169900,i,0,Et Beatz,4/10/2019 17:09,1348
1419582538318750200,Daniel_Sugarman,26/11/2013 10:58,18786,1942,26/07/2021 8:57
